Level,Code - NOC 2021 V1.0,Class title,Element Type Label English,Element Description English
5,53201,Coaches,All examples,bobsleigh coach
5,53201,Coaches,All examples,boxing trainer
5,53201,Coaches,All examples,coach
5,53201,Coaches,All examples,cycling coach
5,53201,Coaches,All examples,figure skating coach
5,53201,Coaches,All examples,football coach
5,53201,Coaches,All examples,football scout
5,53201,Coaches,All examples,football team coach
5,53201,Coaches,All examples,gymnastics coach
5,53201,Coaches,All examples,head coach
5,53201,Coaches,All examples,hockey coach
5,53201,Coaches,All examples,hockey scout
5,53201,Coaches,All examples,hockey team coach
5,53201,Coaches,All examples,junior hockey coach
5,53201,Coaches,All examples,kickboxing trainer
5,53201,Coaches,All examples,lacrosse coach
5,53201,Coaches,All examples,lacrosse scout
5,53201,Coaches,All examples,lacrosse team coach
5,53201,Coaches,All examples,luge coach
5,53201,Coaches,All examples,luge instructor
5,53201,Coaches,All examples,national team coach
5,53201,Coaches,All examples,professional athletes team coach
5,53201,Coaches,All examples,professional sports scout
5,53201,Coaches,All examples,professional sports team coach
5,53201,Coaches,All examples,professional team coach
5,53201,Coaches,All examples,provincial team coach
5,53201,Coaches,All examples,ski coach
5,53201,Coaches,All examples,soccer coach
5,53201,Coaches,All examples,sports coach
5,53201,Coaches,All examples,sports scout
5,53201,Coaches,All examples,swim coach
5,53201,Coaches,All examples,swimming coach
5,53201,Coaches,All examples,tennis coach
5,53201,Coaches,All examples,track and field athletes coach
5,53201,Coaches,All examples,track and field coach
5,53201,Coaches,All examples,track and field team coach
5,53201,Coaches,All examples,volleyball coach
5,53201,Coaches,All examples,water-polo coach
5,53201,Coaches,Exclusion(s),Athletes  (See 53200 Athletes)
5,53201,Coaches,Exclusion(s),Athletic therapist  (See 31204 Kinesiologists and other professional occupations in therapy and assessment)
5,53201,Coaches,Exclusion(s),"Program leaders and instructors in recreation, sport and fitness  (See 54100 Program leaders and instructors in recreation, sport and fitness)"
5,53201,Coaches,Exclusion(s),Sports officials and referees  (See 53202 Sports officials and referees)
5,53201,Coaches,Main duties,This group performs some or all of the following duties:
5,53201,Coaches,Main duties,Coaches
5,53201,Coaches,Main duties,Identify strengths and weaknesses of athletes or teams
5,53201,Coaches,Main duties,"Plan, develop and implement training and practice sessions "
5,53201,Coaches,Main duties,Nurture and develop athletes' potential skills and abilities
5,53201,Coaches,Main duties,"Develop, plan and coordinate competitive schedules and programs "
5,53201,Coaches,Main duties,Motivate and prepare athletes or teams for competitive events or games
5,53201,Coaches,Main duties,"Formulate competitive strategies, develop game plans and direct athletes and players during games or athletic events "
5,53201,Coaches,Main duties,Analyse and evaluate athletes' or teams' performances and modify training programs.
5,53201,Coaches,Main duties,Sports scouts
5,53201,Coaches,Main duties,Identify and recruit developing athletes for professional sports teams
5,53201,Coaches,Main duties,"Observe and evaluate prospective athletes' skills and performance, and review their past records "
5,53201,Coaches,Main duties,File reports on scouting assessments and recommendations with professional team employers.
5,53201,Coaches,Employment requirements,Coaches
5,53201,Coaches,Employment requirements,Completion of the National Coaching Certificate program is usually required for individual and team sports coaches in all sports.
5,53201,Coaches,Employment requirements,National Coaching Certificate Level 3 is usually required for provincial coaches.
5,53201,Coaches,Employment requirements,National Coaching Certificate Level 4 is usually required for coaches of national team athletes.
5,53201,Coaches,Employment requirements,A degree in physical education may be required.
5,53201,Coaches,Employment requirements,"Experience in, and technical knowledge of, the sport is required. "
5,53201,Coaches,Employment requirements,Sports scouts
5,53201,Coaches,Employment requirements,"Experience in, and technical knowledge of, the sport is required. "
5,53202,Sports officials and referees,Illustrative example(s),athletics judge
5,53202,Sports officials and referees,Illustrative example(s),clerk of the course - racetrack
5,53202,Sports officials and referees,Illustrative example(s),figure skating judge
5,53202,Sports officials and referees,Illustrative example(s),goal judge
5,53202,Sports officials and referees,Illustrative example(s),harness racing starter
5,53202,Sports officials and referees,Illustrative example(s),racetrack timer
5,53202,Sports officials and referees,Illustrative example(s),referee
5,53202,Sports officials and referees,Illustrative example(s),sports linesman/woman
5,53202,Sports officials and referees,Illustrative example(s),sports official
5,53202,Sports officials and referees,Illustrative example(s),umpire
5,53202,Sports officials and referees,All examples,athletics judge
5,53202,Sports officials and referees,All examples,clerk of scales - racetrack
5,53202,Sports officials and referees,All examples,clerk of the course - harness racing
5,53202,Sports officials and referees,All examples,clerk of the course - horseback racing
5,53202,Sports officials and referees,All examples,clerk of the course - racetrack
5,53202,Sports officials and referees,All examples,commission steward - horse racing
5,53202,Sports officials and referees,All examples,competitive sports judge
5,53202,Sports officials and referees,All examples,curling judge
5,53202,Sports officials and referees,All examples,figure skating evaluator
5,53202,Sports officials and referees,All examples,figure skating judge
5,53202,Sports officials and referees,All examples,goal judge
5,53202,Sports officials and referees,All examples,harness racing starter
5,53202,Sports officials and referees,All examples,horse identifier
5,53202,Sports officials and referees,All examples,horse plating inspector - racetrack
5,53202,Sports officials and referees,All examples,horse race timer
5,53202,Sports officials and referees,All examples,horse racing starter
5,53202,Sports officials and referees,All examples,horseshoe inspector
5,53202,Sports officials and referees,All examples,"judge, sport competitions "
5,53202,Sports officials and referees,All examples,paddock blacksmith - racetrack
5,53202,Sports officials and referees,All examples,paddock horseshoer - racetrack
5,53202,Sports officials and referees,All examples,paddock judge - racetrack
5,53202,Sports officials and referees,All examples,paddock plater - racetrack
5,53202,Sports officials and referees,All examples,patrol judge - racetrack
5,53202,Sports officials and referees,All examples,placing judge - racetrack
5,53202,Sports officials and referees,All examples,presiding steward - racetrack
5,53202,Sports officials and referees,All examples,racehorse judge - racetrack
5,53202,Sports officials and referees,All examples,racetrack clocker
5,53202,Sports officials and referees,All examples,racetrack steward
5,53202,Sports officials and referees,All examples,racetrack timer
5,53202,Sports officials and referees,All examples,racing secretary and handicapper
5,53202,Sports officials and referees,All examples,referee
5,53202,Sports officials and referees,All examples,scoreboard operator
5,53202,Sports officials and referees,All examples,scorekeeper
5,53202,Sports officials and referees,All examples,sports competition judge
5,53202,Sports officials and referees,All examples,sports judge
5,53202,Sports officials and referees,All examples,sports linesman/woman
5,53202,Sports officials and referees,All examples,sports official
5,53202,Sports officials and referees,All examples,sports referee
5,53202,Sports officials and referees,All examples,standardbred judge - racetrack
5,53202,Sports officials and referees,All examples,track and field judge
5,53202,Sports officials and referees,All examples,track judge
5,53202,Sports officials and referees,All examples,umpire
5,53202,Sports officials and referees,Exclusion(s),Coaches  (See 53201 Coaches)
5,53202,Sports officials and referees,Exclusion(s),"Program leaders and instructors in recreation, sport and fitness  (See 54100 Program leaders and instructors in recreation, sport and fitness)"
5,53202,Sports officials and referees,Main duties,This group performs some or all of the following duties:
5,53202,Sports officials and referees,Main duties,Officiate at sporting events or athletic competitions to maintain standards of play and to ensure that game rules and safety regulations are observed
5,53202,Sports officials and referees,Main duties,Record lapsed time and keep scores during events or competitions
5,53202,Sports officials and referees,Main duties,"Judge the performance of competitors, award points, impose penalties for infractions and determine results "
5,53202,Sports officials and referees,Main duties,Compile scores and other athletic records
5,53202,Sports officials and referees,Main duties,"Establish and maintain rapport with coaches, players and organizing committees "
5,53202,Sports officials and referees,Main duties,"Verify credentials of athletes or animals engaged in sports or related special events, and respond to written protests. "
5,53202,Sports officials and referees,Employment requirements,Sports officials require certification by and registration with a sport governing body or commission.
5,53202,Sports officials and referees,Employment requirements,Sports referees require completion of an officiating program offered by a sport governing body.
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),aerobics instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),camp counsellor
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),certified personal trainer
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),day camp leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),fitness appraiser
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),fitness instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),gymnastics teacher
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),personal trainer
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),playground worker
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),recreation program leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),recreation technician
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),riding instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),ski instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),ski patrol
5,54100,"Program leaders and instructors in recreation, sport and fitness",Illustrative example(s),swimming instructor - sports
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,activities leader - seniors
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,aerobics instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,arts and crafts instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,arts and crafts leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,arts and crafts leader - sports and recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,arts and leisure leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,arts and recreation leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,athletics instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,beach lifeguard
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,bowling instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,bridge instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,bridge teacher
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,callisthenics instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,camp coordinator
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,camp counsellor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,camp leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,certified fitness appraiser
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,certified personal trainer
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,chess instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,cultural activities leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,day camp counsellor - recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,day camp leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,dressage instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fencing instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fishing seminar leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness appraiser
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness leader - aerobic fitness
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness leader - aquatic fitness
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness leader - fitness for older adults
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness leader - strength and conditioning
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,fitness supervisor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,golf instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,gymnastics instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,gymnastics teacher
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,horseback riding instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,ice-skating instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,inline skating instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,judo instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,jujitsu instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,karate instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,leisure program leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,life enrichment coordinator - recreation and fitness
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,lifeguard
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,martial arts instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,personal trainer
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,physical training instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,physical training leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,pilates instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,playground leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,playground worker
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,pool coordinator - recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,pool lifeguard
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,professional golf instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,professional tennis instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,recreation instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,recreation leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,recreation program leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,recreation technician
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,riding instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,riding master
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,rollerblading instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,roller-skating instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,search and rescue crew member - sports and recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,skateboarding instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,ski instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,ski instructor - sports and recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,ski patrol
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,ski patroller
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,skydiving instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,snowboarding instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,sports and leisure leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,sports and recreation leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,sports instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,sports leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,swimming instructor - recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,swimming instructor - sports
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,tai-chi instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,tennis instructor - recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,tennis instructor - sports
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,track and field instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,vacation camp counsellor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,vacation camp leader
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,weightlifting instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,windsurfing instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",All examples,yoga instructor
5,54100,"Program leaders and instructors in recreation, sport and fitness",Inclusion(s),lifeguard
5,54100,"Program leaders and instructors in recreation, sport and fitness",Inclusion(s),search and rescue crew member - sports and recreation
5,54100,"Program leaders and instructors in recreation, sport and fitness",Inclusion(s),ski patroller
5,54100,"Program leaders and instructors in recreation, sport and fitness",Exclusion(s),Other instructors  (See 43109 Other instructors)
5,54100,"Program leaders and instructors in recreation, sport and fitness",Exclusion(s),"Recreation supervisor  (See 41406 Recreation, sports and fitness policy researchers, consultants and program officers)"
5,54100,"Program leaders and instructors in recreation, sport and fitness",Exclusion(s),"Recreation, sports and fitness program and service directors  (See 50012 Recreation, sports and fitness program and service directors)"
5,54100,"Program leaders and instructors in recreation, sport and fitness",Exclusion(s),"Sports supervisor  (See 41406 Recreation, sports and fitness policy researchers, consultants and program officers)"
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,This group performs some or all of the following duties:
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Program leaders and instructors in recreation and sport
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,"Plan and carry out recreational, athletic, fitness and sports activities "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Assemble supplies and sports and game equipment
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,"Demonstrate and instruct athletic, fitness or sports activities and techniques "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,"Instruct groups and individuals in arts, crafts and similar activities and lead groups and individuals in recreational or leisure programs "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Attend to clients with special needs
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Provide lifestyle awareness information
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Conduct therapeutic recreational or athletic activities
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,"Monitor recreational, sports or fitness activities to ensure safety and provide emergency or first aid assistance when required "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Enforce safety rules and regulations
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Assist with coordination of special events
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,"Schedule activities, keep logs, maintain records and prepare reports "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,May train and supervise staff
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,May maintain and repair sports equipment.
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Fitness appraisers
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Assess individual's physical fitness through fitness tests and assessments and design fitness programs based on results
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Provide information to the public and individuals on lifestyle and methods to improve and maintain physical fitness and weight
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,"Measure and record individuals' bodily proportions, weight and body mass index "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Main duties,Handle equipment to conduct fitness tests and assessments and deliver exercise programs.
5,54100,"Program leaders and instructors in recreation, sport and fitness",Employment requirements,Completion of secondary school is usually required.
5,54100,"Program leaders and instructors in recreation, sport and fitness",Employment requirements,Completion of a college program in recreation or physical education or extensive experience in a specific recreational or sports program activity is usually required.
5,54100,"Program leaders and instructors in recreation, sport and fitness",Employment requirements,"Certification is usually required in a specific area of recreational, sports or fitness activity, such as ski instructor or personal trainer, or in first aid or emergency care. "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Employment requirements,"Demonstrated ability in a particular recreational, sports or fitness discipline is required. "
5,54100,"Program leaders and instructors in recreation, sport and fitness",Employment requirements,Fitness appraiser certification may be required for fitness appraisers.
5,55109,Other performers,Illustrative example(s),busker
5,55109,Other performers,Illustrative example(s),fashion model
5,55109,Other performers,Illustrative example(s),influencer
5,55109,Other performers,Illustrative example(s),magician
5,55109,Other performers,Illustrative example(s),puppeteer
5,55109,Other performers,All examples,art and photography model
5,55109,Other performers,All examples,busker
5,55109,Other performers,All examples,deejay (DJ) - turntablist
5,55109,Other performers,All examples,erotic dancer
5,55109,Other performers,All examples,exotic dancer
5,55109,Other performers,All examples,face painter
5,55109,Other performers,All examples,fashion model
5,55109,Other performers,All examples,influencer
5,55109,Other performers,All examples,look-alike
5,55109,Other performers,All examples,magician
5,55109,Other performers,All examples,marionette handler
5,55109,Other performers,All examples,mascot
5,55109,Other performers,All examples,model
5,55109,Other performers,All examples,nude dancer
5,55109,Other performers,All examples,prestidigitator
5,55109,Other performers,All examples,puppeteer
5,55109,Other performers,All examples,rodeo driver
5,55109,Other performers,All examples,rodeo horse rider
5,55109,Other performers,All examples,Santa Claus/Mrs. Claus
5,55109,Other performers,All examples,sleight-of-hand artist
5,55109,Other performers,All examples,street entertainer
5,55109,Other performers,All examples,striptease dancer
5,55109,Other performers,All examples,stunt performer - entertainer
5,55109,Other performers,All examples,stunt rider
5,55109,Other performers,All examples,table dancer
5,55109,Other performers,All examples,thrill performer
5,55109,Other performers,All examples,turntablist
5,55109,Other performers,All examples,veejay (VJ) - video performance artist
5,55109,Other performers,All examples,ventriloquist
5,55109,Other performers,Inclusion(s),deejay (DJ) - turntablist
5,55109,Other performers,Exclusion(s),"Actors, comedians and circus performers  (See 53121 Actors, comedians and circus performers)"
5,55109,Other performers,Exclusion(s),Dancers  (See 53120 Dancers)
5,55109,Other performers,Exclusion(s),Musicians and singers  (See 51122 Musicians and singers)
5,55109,Other performers,Main duties,This group performs some or all of the following duties:
5,55109,Other performers,Main duties,Buskers
5,55109,Other performers,Main duties,"Entertain passers-by on sidewalks and in parks with magic tricks, juggling acts, short dramatic works, music and other entertaining displays. "
5,55109,Other performers,Main duties,Magicians and illusionists
5,55109,Other performers,Main duties,"Perform sleight-of-hand tricks, disappearing acts and other illusions. "
5,55109,Other performers,Main duties,Fashion models
5,55109,Other performers,Main duties,"Display clothing and merchandise in commercials, advertisements and fashion shows "
5,55109,Other performers,Main duties,"Pose for artists, photographers and videographers. "
5,55109,Other performers,Main duties,Influencers
5,55109,Other performers,Main duties,Share ideas and advice on a broad range of topics.
5,55109,Other performers,Main duties,Create personal and branded content for social media or other digital platforms.
5,55109,Other performers,Employment requirements,Completion of modelling courses is usually required for models.
5,55109,Other performers,Employment requirements,Training for other occupations in this unit group is often obtained under the guidance of a practitioner.
5,55109,Other performers,Employment requirements,Membership in a guild or union related to the occupation or type or performance may be required.
5,55109,Other performers,Additional information,There is little mobility between the different occupations in this unit group.
5,60010,Corporate sales managers,Illustrative example(s),corporate sales manager
5,60010,Corporate sales managers,Illustrative example(s),national accounts manager - sales
5,60010,Corporate sales managers,Illustrative example(s),regional sales manager
5,60010,Corporate sales managers,Illustrative example(s),trade expansion manager
5,60010,Corporate sales managers,All examples,account manager - sales
5,60010,Corporate sales managers,All examples,area sales manager
5,60010,Corporate sales managers,All examples,channel sales manager
5,60010,Corporate sales managers,All examples,commercial accounts manager
5,60010,Corporate sales managers,All examples,corporate sales manager
5,60010,Corporate sales managers,All examples,distribution manager - sales
5,60010,Corporate sales managers,All examples,divisional sales manager
5,60010,Corporate sales managers,All examples,electronic commerce (e-commerce) sales manager
5,60010,Corporate sales managers,All examples,export sales manager
5,60010,Corporate sales managers,All examples,field sales manager
5,60010,Corporate sales managers,All examples,key accounts manager - sales
5,60010,Corporate sales managers,All examples,national accounts manager - sales
5,60010,Corporate sales managers,All examples,national sales manager
5,60010,Corporate sales managers,All examples,package tour sales manager
5,60010,Corporate sales managers,All examples,product manager
5,60010,Corporate sales managers,All examples,regional manager - sales
5,60010,Corporate sales managers,All examples,regional sales director
5,60010,Corporate sales managers,All examples,regional sales manager
5,60010,Corporate sales managers,All examples,retail district manager
5,60010,Corporate sales managers,All examples,sales administrator
5,60010,Corporate sales managers,All examples,sales and distribution manager
5,60010,Corporate sales managers,All examples,sales director (except retail and wholesale)
5,60010,Corporate sales managers,All examples,sales district manager (except insurance and real estate)
5,60010,Corporate sales managers,All examples,sales manager (except retail and wholesale)
5,60010,Corporate sales managers,All examples,sales planning manager
5,60010,Corporate sales managers,All examples,territory manager - sales
5,60010,Corporate sales managers,All examples,trade expansion manager
5,60010,Corporate sales managers,All examples,zone manager - sales
5,60010,Corporate sales managers,Exclusion(s),"Advertising, marketing and public relations managers  (See 10022 Advertising, marketing and public relations managers)"
5,60010,Corporate sales managers,Exclusion(s),Retail and wholesale trade managers  (See 60020 Retail and wholesale trade managers)
5,60010,Corporate sales managers,Exclusion(s),"Senior managers - trade, broadcasting and other services  (See 00014 Senior managers - trade, broadcasting and other services)"
5,60010,Corporate sales managers,Exclusion(s),Technical sales supervisor  (See 62100 Technical sales specialists - wholesale trade)
5,60010,Corporate sales managers,Main duties,This group performs some or all of the following duties:
5,60010,Corporate sales managers,Main duties,"Plan direct and evaluate the activities of sales departments in commercial, industrial, wholesale and retail and other establishments "
5,60010,Corporate sales managers,Main duties,Organize regional and divisional sales operations
5,60010,Corporate sales managers,Main duties,Establish organizational policies and procedures in relation to sales
5,60010,Corporate sales managers,Main duties,Determine strategic planning related to new product lines
5,60010,Corporate sales managers,Main duties,Lead sales team in building relationships with business clients and manage negotiations of sales contracts
5,60010,Corporate sales managers,Main duties,"Recruit, organize, train and manage staff "
5,60010,Corporate sales managers,Main duties,May work with the marketing department to understand and communicate marketing messages to the field.
5,60010,Corporate sales managers,Employment requirements,A university degree or college diploma in business or in a related field with a specialization in sales  and Several years of experience as a sales representative or in a related occupation are usually required.
5,60010,Corporate sales managers,Additional information,Progression to senior management positions is possible with experience.
5,60020,Retail and wholesale trade managers,Illustrative example(s),antique dealer
5,60020,Retail and wholesale trade managers,Illustrative example(s),assistant manager - retail
5,60020,Retail and wholesale trade managers,Illustrative example(s),automobile repair shop manager
5,60020,Retail and wholesale trade managers,Illustrative example(s),bookstore manager
5,60020,Retail and wholesale trade managers,Illustrative example(s),car dealership manager
5,60020,Retail and wholesale trade managers,Illustrative example(s),cattle dealer
5,60020,Retail and wholesale trade managers,Illustrative example(s),clothing store manager
5,60020,Retail and wholesale trade managers,Illustrative example(s),department store manager
5,60020,Retail and wholesale trade managers,Illustrative example(s),pleasure boat dealer
5,60020,Retail and wholesale trade managers,Illustrative example(s),sporting goods store manager
5,60020,Retail and wholesale trade managers,Illustrative example(s),store manager - retail
5,60020,Retail and wholesale trade managers,Illustrative example(s),supermarket manager
5,60020,Retail and wholesale trade managers,Illustrative example(s),variety store manager
5,60020,Retail and wholesale trade managers,All examples,antique dealer
5,60020,Retail and wholesale trade managers,All examples,appliance store manager
5,60020,Retail and wholesale trade managers,All examples,area manager - retail store chain
5,60020,Retail and wholesale trade managers,All examples,art dealer
5,60020,Retail and wholesale trade managers,All examples,art gallery manager - retail
5,60020,Retail and wholesale trade managers,All examples,assistant department manager - retail
5,60020,Retail and wholesale trade managers,All examples,assistant manager - food store
5,60020,Retail and wholesale trade managers,All examples,assistant manager - retail
5,60020,Retail and wholesale trade managers,All examples,assistant manager - retail trade
5,60020,Retail and wholesale trade managers,All examples,assistant manager - wholesale trade
5,60020,Retail and wholesale trade managers,All examples,audio equipment store manager
5,60020,Retail and wholesale trade managers,All examples,auto dealership manager
5,60020,Retail and wholesale trade managers,All examples,auto glass repair shop manager
5,60020,Retail and wholesale trade managers,All examples,auto rustproofing shop manager
5,60020,Retail and wholesale trade managers,All examples,automobile repair garage manager
5,60020,Retail and wholesale trade managers,All examples,automobile repair shop manager
5,60020,Retail and wholesale trade managers,All examples,automobile servicing manager
5,60020,Retail and wholesale trade managers,All examples,bakery department manager
5,60020,Retail and wholesale trade managers,All examples,bakery manager - food store
5,60020,Retail and wholesale trade managers,All examples,bakery manager - retail
5,60020,Retail and wholesale trade managers,All examples,beer store manager
5,60020,Retail and wholesale trade managers,All examples,bicycle shop manager
5,60020,Retail and wholesale trade managers,All examples,bird seller
5,60020,Retail and wholesale trade managers,All examples,bookstore manager
5,60020,Retail and wholesale trade managers,All examples,brake shop manager
5,60020,Retail and wholesale trade managers,All examples,branch manager - retail
5,60020,Retail and wholesale trade managers,All examples,camera store manager
5,60020,Retail and wholesale trade managers,All examples,cannabis dispensary manager
5,60020,Retail and wholesale trade managers,All examples,cannabis shop manager
5,60020,Retail and wholesale trade managers,All examples,car dealer
5,60020,Retail and wholesale trade managers,All examples,car dealership manager
5,60020,Retail and wholesale trade managers,All examples,car leasing branch manager
5,60020,Retail and wholesale trade managers,All examples,category manager
